Style2,Width2,Size,Qty On Hand,Expect Date,Qty On PO for Size,Expt PO PO Num
1S860,M,075,100,,0,
1S860,M,080,100,,0,
1S860,M,085,100,,0,
1S860,M,090,100,,0,
1S860,M,095,100,,0,
1S860,M,100,100,,0,
1S860,M,105,100,,0,
1S860,M,110,100,,0,
1S860,M,115,100,,0,
1S860,M,120,100,,0,
1S860,M,130,100,,0,
1S863,M,065,100,,0,
1S863,M,070,100,,0,
1S863,M,075,100,,0,
1S863,M,080,100,,0,
1S863,M,085,100,,0,
1S863,M,090,100,,0,
1S863,M,095,100,,0,
1S863,M,100,100,,0,
1S863,M,105,100,,0,
1S863,M,110,100,,0,
1S863,M,115,100,,0,
1S863,M,120,100,,0,
1S863,M,130,100,,0,
1S868,M,050,100,,0,
1S868,M,055,100,,0,
1S868,M,060,100,,0,
1S868,M,065,100,,0,
1S868,M,070,100,,0,
1S868,M,075,100,,0,
1S868,M,080,100,,0,
1S868,M,085,100,,0,
1S868,M,090,100,,0,
1S868,M,095,100,,0,
1S868,M,100,100,,0,
1S869,M,065,100,,0,
1S869,M,070,100,,0,
1S869,M,075,100,,0,
1S869,M,080,100,,0,
1S869,M,085,100,,0,
1S869,M,090,100,,0,
1S869,M,095,100,,0,
1S869,M,100,100,,0,
1S869,M,105,100,,0,
1S869,M,110,100,,0,
1S869,M,115,100,,0,
1S869,M,120,100,,0,
1S869,M,130,100,,0,
1S871,M,065,100,,0,
1S871,M,070,100,,0,
1S871,M,075,100,,0,
1S871,M,080,100,,0,
1S871,M,085,100,,0,
1S871,M,090,100,,0,
1S871,M,095,100,,0,
1S871,M,100,100,,0,
1S871,M,105,100,,0,
1S871,M,110,100,,0,
1S871,M,115,100,,0,
1S871,M,120,100,,0,
1S871,M,130,100,,0,
1S900,M,050,100,,0,
1S900,M,055,100,,0,
1S900,M,060,100,,0,
1S900,M,065,100,,0,
1S900,M,070,100,,0,
1S900,M,075,100,,0,
1S900,M,080,100,,0,
1S900,M,085,100,,0,
1S900,M,090,100,,0,
1S900,M,095,100,,0,
1S900,M,100,100,,0,
1S900,M,105,100,,0,
1S900,M,110,100,,0,
1S900,M,120,100,,0,
1S900,M,130,100,,0,
1S910,M,065,100,,0,
1S910,M,070,100,,0,
1S910,M,075,100,,0,
1S910,M,080,100,,0,
1S910,M,085,100,,0,
1S910,M,090,100,,0,
1S910,M,095,100,,0,
1S910,M,100,100,,0,
1S910,M,105,100,,0,
1S910,M,110,100,,0,
1S910,M,120,100,,0,
1S910,M,130,100,,0,
1S915,M,065,100,,0,
1S915,M,070,100,,0,
1S915,M,075,100,,0,
1S915,M,080,100,,0,
1S915,M,085,100,,0,
1S915,M,090,100,,0,
1S915,M,095,100,,0,
1S915,M,100,100,,0,
1S915,M,105,100,,0,
1S915,M,110,100,,0,
1S915,M,120,100,,0,
1S915,M,130,100,,0,
1S917,M,040,100,,0,
1S917,M,045,100,,0,
1S917,M,050,100,,0,
1S917,M,055,100,,0,
1S917,M,060,100,,0,
1S917,M,065,100,,0,
1S917,M,070,100,,0,
1S917,M,075,100,,0,
1S917,M,080,100,,0,
1S917,M,085,100,,0,
1S917,M,090,100,,0,
1S917,M,095,100,,0,
1S917,M,100,100,,0,
1S917,M,105,100,,0,
1S917,M,110,100,,0,
1S917,M,120,100,,0,
1S917,M,130,100,,0,
1S918,M,040,100,,0,
1S918,M,045,100,,0,
1S918,M,050,100,,0,
1S918,M,055,100,,0,
1S918,M,060,100,,0,
1S918,M,065,100,,0,
1S918,M,070,100,,0,
1S918,M,075,100,,0,
1S918,M,080,100,,0,
1S918,M,085,100,,0,
1S918,M,090,100,,0,
1S918,M,095,100,,0,
1S918,M,100,100,,0,
1S918,M,105,100,,0,
1S918,M,110,100,,0,
1S918,M,120,100,,0,
1S918,M,130,100,,0,
1S923,M,040,100,,0,
1S923,M,045,100,,0,
1S923,M,050,100,,0,
1S923,M,055,100,,0,
1S923,M,060,100,,0,
1S923,M,065,100,,0,
1S923,M,070,100,,0,
1S923,M,075,100,,0,
1S923,M,080,100,,0,
1S923,M,085,100,,0,
1S923,M,090,100,,0,
1S923,M,095,100,,0,
1S923,M,100,100,,0,
1S923,M,105,100,,0,
1S923,M,110,100,,0,
1S936,M,065,100,,0,
1S936,M,070,100,,0,
1S936,M,075,100,,0,
1S936,M,080,100,,0,
1S936,M,085,100,,0,
1S936,M,090,100,,0,
1S936,M,095,100,,0,
1S936,M,100,100,,0,
1S936,M,105,100,,0,
1S936,M,110,100,,0,
1S936,M,120,100,,0,
1S936,M,130,100,,0,
1S937,M,050,100,,0,
1S937,M,055,100,,0,
1S937,M,060,100,,0,
1S937,M,065,100,,0,
1S937,M,070,100,,0,
1S937,M,075,100,,0,
1S937,M,080,100,,0,
1S937,M,085,100,,0,
1S937,M,090,100,,0,
1S937,M,095,100,,0,
1S937,M,100,100,,0,
1S944,M,065,100,,0,
1S944,M,070,100,,0,
1S944,M,075,100,,0,
1S944,M,080,100,,0,
1S944,M,085,100,,0,
1S944,M,090,100,,0,
1S944,M,095,100,,0,
1S944,M,100,100,,0,
1S944,M,105,100,,0,
1S944,M,110,100,,0,
1S944,M,120,100,,0,
1S944,M,130,100,,0,
1S945,M,050,100,,0,
1S945,M,055,100,,0,
1S945,M,060,100,,0,
1S945,M,065,100,,0,
1S945,M,070,100,,0,
1S945,M,075,100,,0,
1S945,M,080,100,,0,
1S945,M,085,100,,0,
1S945,M,090,100,,0,
1S945,M,095,100,,0,
1S945,M,100,100,,0,
1S945,M,105,100,,0,
1S945,M,110,100,,0,
1S945,M,120,100,,0,
1S945,M,130,100,,0,
1S946,M,050,100,,0,
1S946,M,055,100,,0,
1S946,M,060,100,,0,
1S946,M,065,100,,0,
1S946,M,070,100,,0,
1S946,M,075,100,,0,
1S946,M,080,100,,0,
1S946,M,085,100,,0,
1S946,M,090,100,,0,
1S946,M,095,100,,0,
1S946,M,100,100,,0,
1S946,M,105,100,,0,
1S946,M,110,100,,0,
1S946,M,120,100,,0,
1S946,M,130,100,,0,
1S960,M,050,100,,0,
1S960,M,055,100,,0,
1S960,M,060,100,,0,
1S960,M,065,100,,0,
1S960,M,070,100,,0,
1S960,M,075,100,,0,
1S960,M,080,100,,0,
1S960,M,085,100,,0,
1S960,M,090,100,,0,
1S960,M,095,100,,0,
1S960,M,100,100,,0,
1S960,M,105,100,,0,
1S960,M,110,100,,0,
1S960,M,120,100,,0,
1S960,M,130,100,,0,
1S961,M,030,100,,0,
1S961,M,035,100,,0,
1S961,M,040,100,,0,
1S961,M,045,100,,0,
1S961,M,050,100,,0,
1S961,M,055,100,,0,
1S961,M,060,100,,0,
1S961,M,065,100,,0,
1S961,M,070,100,,0,
1S961,M,075,100,,0,
1S961,M,080,100,,0,
1S961,M,085,100,,0,
1S961,M,090,100,,0,
1S961,M,095,100,,0,
1S961,M,100,100,,0,
1S961,M,105,100,,0,
1S961,M,110,100,,0,
1S961,M,115,100,,0,
1S961,M,120,100,2013-04-20,9,21969
1S961,M,130,100,,0,
1S961,M,140,100,,0,
1S961,M,150,100,,0,
1S961,M,160,100,,0,
1S962,M,030,100,,0,
1S962,M,035,100,,0,
1S962,M,040,100,,0,
1S962,M,045,100,,0,
1S962,M,050,100,,0,
1S962,M,055,100,,0,
1S962,M,060,100,,0,
1S962,M,065,100,,0,
1S962,M,070,100,,0,
1S962,M,075,100,,0,
1S962,M,080,100,,0,
1S962,M,085,100,,0,
1S962,M,090,100,,0,
1S962,M,095,100,,0,
1S962,M,100,100,,0,
1S962,M,105,100,2013-05-03,12,22061
1S962,M,110,100,,0,
1S962,M,115,100,2013-05-03,4,22061
1S962,M,120,100,,0,
1S962,M,130,100,,0,
1S962,M,140,100,,0,
1S962,M,150,100,,0,
1S962,M,160,100,,0,
1S965,M,050,100,,0,
1S965,M,055,100,,0,
1S965,M,060,100,,0,
1S965,M,065,100,,0,
1S965,M,070,100,,0,
1S965,M,075,100,,0,
1S965,M,080,100,,0,
1S965,M,085,100,,0,
1S965,M,090,100,,0,
1S965,M,095,100,,0,
1S965,M,100,100,,0,
1S965,M,105,100,,0,
1S965,M,110,100,,0,
1S965,M,120,100,,0,
1S965,M,130,100,,0,
1S968,M,050,100,,0,
1S968,M,055,100,,0,
1S968,M,060,100,,0,
1S968,M,065,100,,0,
1S968,M,070,100,,0,
1S968,M,075,100,,0,
1S968,M,080,100,,0,
1S968,M,085,100,,0,
1S968,M,090,100,,0,
1S968,M,095,100,,0,
1S968,M,100,100,,0,
1S968,M,105,100,,0,
1S968,M,110,100,,0,
1S968,M,120,100,,0,
1S968,M,130,100,,0,
1S985,M,065,100,,0,
1S985,M,085,100,,0,
1S985,M,120,100,,0,
1S985,M,130,100,,0,
1S986,M,070,100,,0,
1S986,M,080,100,,0,
1S986,M,090,100,,0,
1S986,M,100,100,,0,
1S986,M,110,100,,0,
1S986,M,120,100,,0,
1S986,M,130,100,,0,
1S987,M,030,100,,0,
1S987,M,040,100,,0,
1S987,M,050,100,,0,
1S987,M,060,100,,0,
1S987,M,070,100,,0,
1S987,M,080,100,,0,
1S987,M,090,100,,0,
1S987,M,100,100,,0,
1S987,M,110,100,,0,
1S987,M,120,100,,0,
1S987,M,130,100,,0,
1T009,M,040,100,,0,
1T009,M,045,100,,0,
1T009,M,050,100,,0,
1T009,M,055,100,,0,
1T009,M,060,100,,0,
1T009,M,065,100,,0,
1T009,M,070,100,,0,
1T009,M,075,100,,0,
1T009,M,080,100,,0,
1T009,M,085,100,,0,
1T009,M,090,100,,0,
1T009,M,095,100,,0,
1T009,M,100,100,,0,
1T009,M,105,100,,0,
1T009,M,110,100,,0,
1T009,M,120,100,,0,
1T009,M,130,100,,0,
1T020,M,030,100,,0,
1T020,M,040,100,,0,
1T020,M,050,100,,0,
1T020,M,060,100,,0,
1T020,M,070,100,,0,
1T020,M,080,100,,0,
1T020,M,090,100,,0,
1T020,M,100,100,,0,
1T020,M,110,100,,0,
1T020,M,120,100,,0,
1T020,M,130,100,,0,
1T117,M,040,100,,0,
1T117,M,050,100,,0,
1T117,M,060,100,,0,
1T117,M,070,100,,0,
1T117,M,080,100,,0,
1T117,M,090,100,,0,
1T117,M,100,100,,0,
1T117,M,130,100,,0,
1T121,M,040,100,,0,
1T121,M,050,100,,0,
1T121,M,060,100,,0,
1T121,M,070,100,,0,
1T121,M,080,100,,0,
1T121,M,090,100,,0,
1T121,M,100,100,,0,
1T122,M,030,100,,0,
1T122,M,040,100,,0,
1T122,M,050,100,,0,
1T122,M,060,100,,0,
1T122,M,070,100,,0,
1T122,M,080,100,,0,
1T122,M,090,100,,0,
1T122,M,100,100,,0,
1T122,M,110,100,,0,
1T122,M,120,100,,0,
1T122,M,130,100,,0,
1T123,M,030,100,,0,
1T123,M,040,100,,0,
1T123,M,050,100,,0,
1T123,M,060,100,,0,
1T123,M,070,100,,0,
1T123,M,080,100,,0,
1T123,M,090,100,,0,
1T123,M,100,100,,0,
1T123,M,110,100,,0,
1T123,M,120,100,,0,
1T123,M,130,100,,0,
1T124,M,030,100,,0,
1T124,M,040,100,,0,
1T124,M,050,100,,0,
1T124,M,060,100,,0,
1T124,M,070,100,,0,
1T124,M,080,100,,0,
1T124,M,090,100,,0,
1T124,M,100,100,,0,
1T124,M,110,100,,0,
1T124,M,120,100,,0,
1T124,M,130,100,,0,
1T125,M,030,100,,0,
1T125,M,040,100,,0,
1T125,M,050,100,,0,
1T125,M,060,100,,0,
1T125,M,070,100,,0,
1T125,M,080,100,,0,
1T125,M,090,100,,0,
1T125,M,100,100,,0,
1T125,M,110,100,,0,
1T125,M,120,100,,0,
1T125,M,130,100,,0,
1T127,M,030,100,,0,
1T127,M,040,100,,0,
1T127,M,050,100,,0,
1T127,M,060,100,,0,
1T127,M,070,100,,0,
1T127,M,080,100,,0,
1T127,M,090,100,,0,
1T127,M,100,100,,0,
1T127,M,110,100,,0,
1T127,M,120,100,,0,
1T127,M,130,100,,0,
1T131,M,050,100,,0,
1T131,M,055,100,,0,
1T131,M,060,100,,0,
1T131,M,065,100,,0,
1T131,M,070,100,,0,
1T131,M,075,100,,0,
1T131,M,080,100,,0,
1T131,M,085,100,,0,
1T131,M,090,100,,0,
1T131,M,095,100,,0,
1T131,M,100,100,,0,
1T132,M,030,100,,0,
1T132,M,040,100,,0,
1T132,M,050,100,,0,
1T132,M,060,100,,0,
1T132,M,070,100,,0,
1T132,M,080,100,,0,
1T132,M,090,100,,0,
1T132,M,100,100,,0,
1T133,M,030,100,,0,
1T133,M,040,100,,0,
1T133,M,050,100,,0,
1T133,M,060,100,,0,
1T133,M,070,100,,0,
1T133,M,080,100,,0,
1T133,M,090,100,,0,
1T133,M,100,100,,0,
1T134,M,030,100,,0,
1T134,M,040,100,,0,
1T134,M,050,100,,0,
1T134,M,060,100,,0,
1T134,M,070,100,,0,
1T134,M,080,100,,0,
1T134,M,090,100,,0,
1T134,M,100,100,,0,
1T138,M,030,100,,0,
1T138,M,040,100,,0,
1T138,M,050,100,,0,
1T138,M,060,100,,0,
1T138,M,070,100,,0,
1T138,M,080,100,,0,
1T138,M,090,100,,0,
1T138,M,100,100,,0,
1T145,M,030,100,,0,
1T145,M,040,100,,0,
1T145,M,050,100,,0,
1T145,M,060,100,,0,
1T145,M,070,100,,0,
1T145,M,080,100,,0,
1T145,M,090,100,,0,
1T145,M,100,100,,0,
1T145,M,110,100,,0,
1T145,M,120,100,,0,
1T145,M,130,100,,0,
1T148,M,040,100,,0,
1T148,M,045,100,,0,
1T148,M,050,100,,0,
1T148,M,055,100,,0,
1T148,M,060,100,,0,
1T148,M,065,100,,0,
1T148,M,070,100,,0,
1T148,M,075,100,,0,
1T148,M,080,100,,0,
1T148,M,085,100,,0,
1T148,M,090,100,,0,
1T148,M,095,100,,0,
1T148,M,100,100,,0,
1T148,M,105,100,,0,
1T148,M,110,100,,0,
1T149,M,040,100,,0,
1T149,M,045,100,,0,
1T149,M,050,100,,0,
1T149,M,055,100,,0,
1T149,M,060,100,,0,
1T149,M,065,100,,0,
1T149,M,070,100,,0,
1T149,M,075,100,,0,
1T149,M,080,100,,0,
1T149,M,085,100,,0,
1T149,M,090,100,,0,
1T149,M,095,100,,0,
1T149,M,100,100,,0,
1T149,M,105,100,,0,
1T149,M,110,100,,0,
1T150,M,030,100,,0,
1T150,M,040,100,,0,
1T150,M,050,100,,0,
1T150,M,060,100,,0,
1T150,M,070,100,,0,
1T150,M,080,100,,0,
1T150,M,090,100,,0,
1T150,M,100,100,,0,
1T152,M,030,100,,0,
1T152,M,040,100,,0,
1T152,M,050,100,,0,
1T152,M,060,100,,0,
1T152,M,070,100,,0,
1T152,M,080,100,,0,
1T152,M,090,100,,0,
1T152,M,100,100,,0,
1T154,M,030,100,,0,
1T154,M,040,100,,0,
1T154,M,050,100,,0,
1T154,M,060,100,,0,
1T154,M,070,100,,0,
1T154,M,080,100,,0,
1T154,M,090,100,,0,
1T154,M,100,100,,0,
1T155,M,030,100,,0,
1T155,M,040,100,,0,
1T155,M,050,100,,0,
1T155,M,060,100,,0,
1T155,M,070,100,,0,
1T155,M,080,100,,0,
1T155,M,090,100,,0,
1T155,M,100,100,,0,
1T156,M,030,100,,0,
1T156,M,035,100,,0,
1T156,M,040,100,,0,
1T156,M,045,100,,0,
1T156,M,050,100,,0,
1T156,M,055,100,,0,
1T156,M,060,100,,0,
1T156,M,065,100,,0,
1T156,M,070,100,,0,
1T156,M,075,100,,0,
1T156,M,080,100,,0,
1T156,M,085,100,,0,
1T156,M,090,100,,0,
1T156,M,095,100,,0,
1T156,M,100,100,,0,
1T156,M,105,100,,0,
1T156,M,110,100,,0,
1T156,M,115,100,,0,
1T156,M,120,100,,0,
1T156,M,130,100,,0,
1T156,M,140,100,,0,
1T157,M,030,100,,0,
1T157,M,035,100,,0,
1T157,M,040,100,,0,
1T157,M,045,100,,0,
1T157,M,050,100,,0,
1T157,M,055,100,,0,
1T157,M,060,100,,0,
1T157,M,065,100,,0,
1T157,M,070,100,,0,
1T157,M,075,100,,0,
1T157,M,080,100,,0,
1T157,M,085,100,,0,
1T157,M,090,100,,0,
1T157,M,095,100,,0,
1T157,M,100,100,,0,
1T157,M,105,100,,0,
1T157,M,110,100,,0,
1T157,M,115,100,,0,
1T157,M,120,100,,0,
1T157,M,130,100,,0,
1T157,M,140,100,,0,
1T157,M,150,100,,0,
1T157,M,160,100,,0,
1T158,M,030,100,,0,
1T158,M,035,100,,0,
1T158,M,040,100,,0,
1T158,M,045,100,,0,
1T158,M,050,100,,0,
1T158,M,055,100,,0,
1T158,M,060,100,,0,
1T158,M,065,100,,0,
1T158,M,070,100,,0,
1T158,M,075,100,,0,
1T158,M,080,100,,0,
1T158,M,085,100,,0,
1T158,M,090,100,,0,
1T158,M,095,100,,0,
1T158,M,100,100,,0,
1T158,M,105,100,,0,
1T158,M,110,100,,0,
1T158,M,115,100,,0,
1T158,M,120,100,,0,
1T158,M,130,100,,0,
1T158,M,140,100,,0,
1T158,M,150,100,,0,
1T158,M,160,100,,0,
1T158,M,170,100,,0,
1T159,M,030,100,,0,
1T159,M,035,100,,0,
1T159,M,040,100,,0,
1T159,M,045,100,,0,
1T159,M,050,100,,0,
1T159,M,055,100,,0,
1T159,M,060,100,,0,
1T159,M,065,100,,0,
1T159,M,070,100,,0,
1T159,M,075,100,,0,
1T159,M,080,100,,0,
1T159,M,085,100,,0,
1T159,M,090,100,,0,
1T159,M,095,100,,0,
1T159,M,100,100,,0,
1T159,M,105,100,,0,
1T159,M,110,100,,0,
1T159,M,120,100,,0,
1T159,M,130,100,,0,
1T160,M,040,100,,0,
1T160,M,045,100,,0,
1T160,M,050,100,,0,
1T160,M,055,100,,0,
1T160,M,060,100,,0,
1T160,M,065,100,,0,
1T160,M,070,100,,0,
1T160,M,075,100,,0,
1T160,M,080,100,,0,
1T160,M,085,100,,0,
1T160,M,090,100,,0,
1T160,M,095,100,,0,
1T160,M,100,100,,0,
1T160,M,105,100,,0,
1T160,M,110,100,,0,
1T160,M,120,100,,0,
1T160,M,130,100,,0,
1T162,M,030,100,,0,
1T162,M,035,100,,0,
1T162,M,040,100,,0,
1T162,M,045,100,,0,
1T162,M,050,100,,0,
1T162,M,055,100,,0,
1T162,M,060,100,,0,
1T162,M,065,100,,0,
1T162,M,070,100,,0,
1T162,M,075,100,,0,
1T162,M,080,100,,0,
1T162,M,085,100,,0,
1T162,M,090,100,,0,
1T162,M,095,100,,0,
1T162,M,100,100,,0,
1T162,M,105,100,,0,
1T162,M,110,100,,0,
1T162,M,115,100,,0,
1T162,M,120,100,,0,
1T162,M,130,100,,0,
1T163,M,030,100,,0,
1T163,M,040,100,,0,
1T163,M,050,100,,0,
1T163,M,060,100,,0,
1T163,M,070,100,,0,
1T163,M,080,100,,0,
1T163,M,090,100,,0,
1T163,M,100,100,,0,
1T163,M,110,100,,0,
1T163,M,120,100,,0,
1T163,M,130,100,,0,
1T164,M,040,100,,0,
1T164,M,050,100,,0,
1T164,M,060,100,,0,
1T164,M,070,100,,0,
1T164,M,080,100,,0,
1T164,M,090,100,,0,
1T164,M,100,100,,0,
1T164,M,110,100,,0,
1T164,M,120,100,,0,
1T164,M,130,100,,0,
1T165,M,030,100,,0,
1T165,M,040,100,,0,
1T165,M,050,100,,0,
1T165,M,060,100,,0,
1T165,M,070,100,,0,
1T165,M,080,100,,0,
1T165,M,090,100,,0,
1T165,M,100,100,,0,
1T165,M,110,100,,0,
1T165,M,120,100,,0,
1T165,M,130,100,,0,
1T166,M,030,100,,0,
1T166,M,040,100,,0,
1T166,M,050,100,,0,
1T166,M,060,100,,0,
1T166,M,070,100,,0,
1T166,M,080,100,,0,
1T166,M,090,100,,0,
1T166,M,100,100,,0,
1T166,M,110,100,,0,
1T166,M,120,100,,0,
1T166,M,130,100,,0,
1T167,M,030,100,,0,
1T167,M,035,100,,0,
1T167,M,040,100,,0,
1T167,M,045,100,,0,
1T167,M,050,100,,0,
1T167,M,055,100,,0,
1T167,M,060,100,,0,
1T167,M,065,100,,0,
1T167,M,070,100,,0,
1T167,M,075,100,,0,
1T167,M,080,100,,0,
1T167,M,085,100,,0,
1T167,M,090,100,,0,
1T167,M,095,100,,0,
1T167,M,100,100,,0,
1T167,M,105,100,,0,
1T167,M,110,100,,0,
1T167,M,115,100,,0,
1T167,M,120,100,,0,
1T167,M,130,100,,0,
1T169,M,040,100,,0,
1T169,M,050,100,,0,
1T169,M,060,100,,0,
1T169,M,070,100,,0,
1T169,M,080,100,,0,
1T169,M,090,100,,0,
1T169,M,100,100,,0,
1T169,M,110,100,,0,
1T169,M,120,100,,0,
1T169,M,130,100,,0,
1T172,M,030,100,,0,
1T172,M,040,100,,0,
1T172,M,050,100,,0,
1T172,M,060,100,,0,
1T172,M,070,100,,0,
1T172,M,080,100,,0,
1T172,M,090,100,,0,
1T172,M,100,100,,0,
1T172,M,110,100,,0,
1T172,M,120,100,,0,
1T172,M,130,100,,0,
1T173,M,030,100,,0,
1T173,M,040,100,,0,
1T173,M,050,100,,0,
1T173,M,060,100,,0,
1T173,M,070,100,,0,
1T173,M,080,100,,0,
1T173,M,090,100,,0,
1T173,M,100,100,,0,
1T173,M,110,100,,0,
1T173,M,120,100,,0,
1T173,M,130,100,,0,
1T174,M,030,100,,0,
1T174,M,040,100,,0,
1T174,M,050,100,,0,
1T174,M,060,100,,0,
1T174,M,070,100,,0,
1T174,M,080,100,,0,
1T174,M,090,100,,0,
1T174,M,100,100,,0,
1T174,M,110,100,,0,
1T174,M,120,100,,0,
1T174,M,130,100,,0,
1T176,M,040,100,,0,
1T176,M,050,100,,0,
1T176,M,060,100,,0,
1T176,M,070,100,,0,
1T176,M,080,100,,0,
1T176,M,090,100,,0,
1T176,M,100,100,,0,
1T178,M,040,100,,0,
1T178,M,050,100,,0,
1T178,M,060,100,,0,
1T178,M,070,100,,0,
1T178,M,080,100,,0,
1T178,M,090,100,,0,
1T178,M,100,100,,0,
1T231,M,050,100,,0,
1T231,M,055,100,,0,
1T231,M,060,100,,0,
1T231,M,065,100,,0,
1T231,M,070,100,,0,
1T231,M,075,100,,0,
1T231,M,080,100,,0,
1T231,M,085,100,,0,
1T231,M,090,100,,0,
1T231,M,095,100,,0,
1T231,M,100,100,,0,
1T231,M,105,100,,0,
1T231,M,110,100,,0,
1T231,M,120,100,,0,
1T231,M,130,100,,0,
1T238,M,060,100,,0,
1T238,M,065,100,,0,
1T238,M,070,100,,0,
1T238,M,075,100,,0,
1T238,M,080,100,,0,
1T238,M,085,100,,0,
1T238,M,090,100,,0,
1T238,M,095,100,,0,
1T238,M,100,100,,0,
1T238,M,105,100,,0,
1T238,M,110,100,,0,
1T238,M,115,100,,0,
1T238,M,120,100,,0,
1T238,M,130,100,,0,
1T239,M,040,100,,0,
1T239,M,045,100,,0,
1T239,M,050,100,,0,
1T239,M,055,100,,0,
1T239,M,060,100,,0,
1T239,M,065,100,,0,
1T239,M,070,100,,0,
1T239,M,075,100,,0,
1T239,M,080,100,,0,
1T239,M,085,100,,0,
1T239,M,090,100,,0,
1T239,M,095,100,,0,
1T239,M,100,100,,0,
1T240,M,040,100,,0,
1T240,M,045,100,,0,
1T240,M,050,100,,0,
1T240,M,055,100,,0,
1T240,M,060,100,,0,
1T240,M,065,100,,0,
1T240,M,070,100,,0,
1T240,M,075,100,,0,
1T240,M,080,100,,0,
1T240,M,085,100,,0,
1T240,M,090,100,,0,
1T240,M,095,100,,0,
1T240,M,100,100,,0,
1T241,M,040,100,,0,
1T241,M,045,100,,0,
1T241,M,050,100,,0,
1T241,M,055,100,,0,
1T241,M,060,100,,0,
1T241,M,065,100,,0,
1T241,M,070,100,,0,
1T241,M,075,100,,0,
1T241,M,080,100,,0,
1T241,M,085,100,,0,
1T241,M,090,100,,0,
1T241,M,095,100,,0,
1T241,M,100,100,,0,
1T287,M,070,100,,0,
1T287,M,075,100,,0,
1T287,M,080,100,,0,
1T287,M,085,100,,0,
1T287,M,090,100,,0,
1T287,M,095,100,,0,
1T287,M,100,100,,0,
1T287,M,105,100,,0,
1T287,M,110,100,,0,
1T287,M,120,100,,0,
1T287,M,130,100,,0,
1T290,M,065,100,,0,
1T290,M,070,100,,0,
1T290,M,075,100,,0,
1T290,M,080,100,,0,
1T290,M,085,100,,0,
1T290,M,090,100,,0,
1T290,M,095,100,,0,
1T290,M,100,100,,0,
1T290,M,105,100,,0,
1T290,M,110,100,,0,
1T290,M,115,100,,0,
1T290,M,120,100,,0,
1T290,M,130,100,,0,
1T291,M,065,100,,0,
1T291,M,070,100,,0,
1T291,M,075,100,,0,
1T291,M,080,100,,0,
1T291,M,085,100,,0,
1T291,M,090,100,,0,
1T291,M,095,100,,0,
1T291,M,100,100,,0,
1T291,M,105,100,,0,
1T291,M,110,100,,0,
1T291,M,115,100,,0,
1T291,M,120,100,,0,
1T291,M,130,100,,0,
1T293,M,065,100,,0,
1T293,M,070,100,,0,
1T293,M,075,100,,0,
1T293,M,080,100,,0,
1T293,M,085,100,,0,
1T293,M,090,100,,0,
1T293,M,095,100,,0,
1T293,M,100,100,,0,
1T293,M,105,100,,0,
1T293,M,110,100,,0,
1T293,M,115,100,,0,
1T293,M,120,100,,0,
1T293,M,130,100,,0,
1T296,M,065,100,,0,
1T296,M,070,100,,0,
1T296,M,075,100,,0,
1T296,M,080,100,,0,
1T296,M,085,100,,0,
1T296,M,090,100,,0,
1T296,M,095,100,,0,
1T296,M,100,100,,0,
1T296,M,105,100,,0,
1T296,M,110,100,,0,
1T296,M,115,100,,0,
1T296,M,120,100,,0,
1T296,M,130,100,,0,
1T296,M,140,100,,0,
1T296,M,150,100,,0,
1T296,M,160,100,,0,
1T297,M,065,100,,0,
1T297,M,070,100,,0,
1T297,M,075,100,,0,
1T297,M,080,100,,0,
1T297,M,085,100,,0,
1T297,M,090,100,,0,
1T297,M,095,100,,0,
1T297,M,100,100,,0,
1T297,M,105,100,,0,
1T297,M,110,100,,0,
1T297,M,115,100,,0,
1T297,M,120,100,,0,
1T297,M,130,100,,0,
1T297,M,140,100,,0,
1T297,M,150,100,,0,
1T297,M,160,100,,0,
1T334,M,065,100,,0,
1T334,M,070,100,,0,
1T334,M,075,100,,0,
1T334,M,080,100,,0,
1T334,M,085,100,,0,
1T334,M,090,100,,0,
1T334,M,095,100,,0,
1T334,M,100,100,,0,
1T334,M,105,100,,0,
1T334,M,110,100,,0,
1T334,M,115,100,,0,
1T334,M,120,100,,0,
1T334,M,130,100,,0,
1T334,M,150,100,,0,
1T339,M,065,100,,0,
1T339,M,070,100,,0,
1T339,M,075,100,,0,
1T339,M,080,100,,0,
1T339,M,085,100,,0,
1T339,M,090,100,,0,
1T339,M,095,100,,0,
1T339,M,100,100,,0,
1T339,M,105,100,,0,
1T339,M,110,100,,0,
1T339,M,115,100,,0,
1T339,M,120,100,,0,
1T339,M,130,100,,0,
1T366,M,030,100,,0,
1T366,M,035,100,,0,
1T366,M,040,100,,0,
1T366,M,045,100,,0,
1T366,M,050,100,,0,
1T366,M,055,100,,0,
1T366,M,060,100,,0,
1T366,M,065,100,,0,
1T366,M,070,100,,0,
1T366,M,075,100,,0,
1T366,M,080,100,,0,
1T366,M,085,100,,0,
1T366,M,090,100,,0,
1T366,M,095,100,,0,
1T366,M,100,100,,0,
1T366,M,105,100,,0,
1T366,M,110,100,,0,
1T366,M,115,100,,0,
1T366,M,120,100,,0,
1T366,M,130,100,,0,
1T366,M,140,100,,0,
1T366,M,150,100,,0,
1T366,M,160,100,,0,
1T374,M,040,100,,0,
1T374,M,045,100,,0,
1T374,M,050,100,,0,
1T374,M,055,100,,0,
1T374,M,060,100,,0,
1T374,M,065,100,,0,
1T374,M,070,100,,0,
1T374,M,075,100,,0,
1T374,M,080,100,,0,
1T405,M,030,100,,0,
